2026-02-25T04:18:14Z | block=42601872 | kind=Triangular | hops=V3CL→V2→V3CL | token=WETH | idx=1115 | profit=0.001331207586104136 WETH | amount_in=0.507 | p1=0x3f02…014a | p2=0xb909…8b4a | p3=0x22ae…91d5
2026-02-25T04:23:18Z | block=42602020 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=999 | profit=0.000966506387198044 WETH | amount_in=2.263 | p1=0x70ac…bae1 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:23:18Z | block=42602020 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1424 | profit=0.000707252718209628 WETH | amount_in=1.838 | p1=0x22ae…91d5 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:23:18Z | block=42602020 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1040 | profit=0.00059166270736847 WETH | amount_in=2.099 | p1=0x70ac…bae1 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:23:18Z | block=42602020 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1399 | profit=0.000420355832435186 WETH | amount_in=1.018 | p1=0x22ae…91d5 | p2=0xfcda…2278 | p3=0xcdac…5c43
2026-02-25T04:23:18Z | block=42602020 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1015 | profit=0.000325146231434882 WETH | amount_in=1.026 | p1=0x70ac…bae1 | p2=0xfcda…2278 | p3=0xcdac…5c43
2026-02-25T04:23:19Z | block=42602020 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5095 | profit=3.702659 USDC | amount_in=4826.127 | p1=0xcdac…5c43 | p2=0xdbc6…30f1 | p3=0xcdac…5c43
2026-02-25T04:23:19Z | block=42602020 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5099 | profit=1.741356 USDC | amount_in=1390.126 | p1=0xcdac…5c43 | p2=0xb4cb…00e5 | p3=0xcdac…5c43
2026-02-25T04:23:19Z | block=42602020 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5100 | profit=2.422933 USDC | amount_in=4919.179 | p1=0xcdac…5c43 | p2=0xd0b5…f224 | p3=0xcdac…5c43
2026-02-25T04:23:19Z | block=42602020 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2772 | profit=1.993882 USDC | amount_in=3820.91 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x3e66…a9fb
2026-02-25T04:23:19Z | block=42602020 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2753 | profit=1.827895 USDC | amount_in=4348.739 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0x3e66…a9fb
2026-02-25T04:23:19Z | block=42602020 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2771 | profit=2.219452 USDC | amount_in=4368.619 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x4e96…e778
2026-02-25T04:23:19Z | block=42602020 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2752 | profit=2.109794 USDC | amount_in=5165.015 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0x4e96…e778
2026-02-25T04:23:19Z | block=42602020 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2756 | profit=1.11332 USDC | amount_in=4033.522 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0xfbb6…43ef
2026-02-25T04:23:19Z | block=42602020 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2775 | profit=1.35104 USDC | amount_in=3499.572 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfbb6…43ef
2026-02-25T04:23:20Z | block=42602020 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2754 | profit=0.598456 USDC | amount_in=1994.177 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0xfcda…2278
2026-02-25T04:23:20Z | block=42602020 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2773 | profit=0.797372 USDC | amount_in=1944.851 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfcda…2278
2026-02-25T04:23:20Z | block=42602021 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2602 | profit=0.002141853573436049 WETH | amount_in=2.682 | p1=0xdbc6…30f1 | p2=0xcdac…5c43 | p3=0xdbc6…30f1
2026-02-25T04:23:20Z | block=42602021 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1364 | profit=0.00121880899612403 WETH | amount_in=2.215 | p1=0x22ae…91d5 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:23:20Z | block=42602021 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1383 | profit=0.001110041083903891 WETH | amount_in=1.949 | p1=0x22ae…91d5 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:23:20Z | block=42602021 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1424 | profit=0.000769034405083656 WETH | amount_in=1.806 | p1=0x22ae…91d5 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:23:20Z | block=42602021 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1399 | profit=0.000475072235653785 WETH | amount_in=1.024 | p1=0x22ae…91d5 | p2=0xfcda…2278 | p3=0xcdac…5c43
2026-02-25T04:23:21Z | block=42602021 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5099 | profit=1.978212 USDC | amount_in=1449.575 | p1=0xcdac…5c43 | p2=0xb4cb…00e5 | p3=0xcdac…5c43
2026-02-25T04:23:21Z | block=42602021 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5095 | profit=4.087623 USDC | amount_in=5121.857 | p1=0xcdac…5c43 | p2=0xdbc6…30f1 | p3=0xcdac…5c43
2026-02-25T04:23:21Z | block=42602021 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2772 | profit=2.116126 USDC | amount_in=3720.031 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x3e66…a9fb
2026-02-25T04:23:21Z | block=42602021 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2771 | profit=2.328088 USDC | amount_in=4220.8 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x4e96…e778
2026-02-25T04:23:21Z | block=42602021 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2775 | profit=1.463809 USDC | amount_in=3449.165 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfbb6…43ef
2026-02-25T04:23:21Z | block=42602021 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2773 | profit=0.893444 USDC | amount_in=1973.626 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfcda…2278
2026-02-25T04:23:22Z | block=42602022 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2602 | profit=0.002141853573436049 WETH | amount_in=2.682 | p1=0xdbc6…30f1 | p2=0xcdac…5c43 | p3=0xdbc6…30f1
2026-02-25T04:23:22Z | block=42602022 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5099 | profit=1.978212 USDC | amount_in=1449.575 | p1=0xcdac…5c43 | p2=0xb4cb…00e5 | p3=0xcdac…5c43
2026-02-25T04:23:22Z | block=42602022 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5095 | profit=4.727162 USDC | amount_in=5396.336 | p1=0xcdac…5c43 | p2=0xdbc6…30f1 | p3=0xcdac…5c43
2026-02-25T04:23:22Z | block=42602023 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2602 | profit=0.002476210659659497 WETH | amount_in=2.826 | p1=0xdbc6…30f1 | p2=0xcdac…5c43 | p3=0xdbc6…30f1
2026-02-25T04:23:22Z | block=42602023 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1364 | profit=0.001237142746387688 WETH | amount_in=2.222 | p1=0x22ae…91d5 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:23:23Z | block=42602023 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1383 | profit=0.001110037927458104 WETH | amount_in=1.949 | p1=0x22ae…91d5 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:23:23Z | block=42602023 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2647 | profit=0.001251266127118342 WETH | amount_in=2.563 | p1=0xd0b5…f224 | p2=0xcdac…5c43 | p3=0xd0b5…f224
2026-02-25T04:23:23Z | block=42602023 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1424 | profit=0.000769031248637869 WETH | amount_in=1.806 | p1=0x22ae…91d5 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:23:23Z | block=42602023 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1399 | profit=0.000475069079207998 WETH | amount_in=1.024 | p1=0x22ae…91d5 | p2=0xfcda…2278 | p3=0xcdac…5c43
2026-02-25T04:23:23Z | block=42602023 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=932 | profit=0.000403459845125021 WETH | amount_in=0.842 | p1=0x9785…3c1b | p2=0xa41b…fcd1 | p3=0xcdac…5c43
2026-02-25T04:23:23Z | block=42602023 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1066 | profit=0.000306530845983261 WETH | amount_in=0.918 | p1=0x5d4e…52b5 | p2=0xc5e5…48c1 | p3=0xcdac…5c43
2026-02-25T04:23:23Z | block=42602023 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5095 | profit=4.727144 USDC | amount_in=5396.336 | p1=0xcdac…5c43 | p2=0xdbc6…30f1 | p3=0xcdac…5c43
2026-02-25T04:23:24Z | block=42602023 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5099 | profit=2.077349 USDC | amount_in=1423.174 | p1=0xcdac…5c43 | p2=0xb4cb…00e5 | p3=0xcdac…5c43
2026-02-25T04:23:24Z | block=42602023 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5100 | profit=2.386964 USDC | amount_in=4893.361 | p1=0xcdac…5c43 | p2=0xd0b5…f224 | p3=0xcdac…5c43
2026-02-25T04:23:24Z | block=42602023 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2749 | profit=0.94233 USDC | amount_in=1721.444 | p1=0xcdac…5c43 | p2=0x9785…3c1b | p3=0xa41b…fcd1
2026-02-25T04:23:24Z | block=42602023 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2758 | profit=0.792387 USDC | amount_in=1918.182 | p1=0xcdac…5c43 | p2=0x5d4e…52b5 | p3=0xc5e5…48c1
2026-02-25T04:23:24Z | block=42602023 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2772 | profit=2.612417 USDC | amount_in=3984.403 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x3e66…a9fb
2026-02-25T04:23:24Z | block=42602023 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2771 | profit=2.855082 USDC | amount_in=4481.318 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x4e96…e778
2026-02-25T04:23:24Z | block=42602023 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2775 | profit=1.910685 USDC | amount_in=3731.851 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfbb6…43ef
2026-02-25T04:23:25Z | block=42602023 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2773 | profit=1.05411 USDC | amount_in=2064.985 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfcda…2278
2026-02-25T04:23:25Z | block=42602024 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2602 | profit=0.002982427445315751 WETH | amount_in=2.478 | p1=0xdbc6…30f1 | p2=0xcdac…5c43 | p3=0xdbc6…30f1
2026-02-25T04:23:25Z | block=42602024 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2593 | profit=0.001847673305818737 WETH | amount_in=3.163 | p1=0xb2cc…dc59 | p2=0xcdac…5c43 | p3=0xb2cc…dc59
2026-02-25T04:23:25Z | block=42602024 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1364 | profit=0.001508653702860061 WETH | amount_in=2.323 | p1=0x22ae…91d5 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:23:25Z | block=42602024 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1383 | profit=0.001359993340460519 WETH | amount_in=2.107 | p1=0x22ae…91d5 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:23:25Z | block=42602024 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=980 | profit=0.001342161241687901 WETH | amount_in=2.81 | p1=0x70ac…bae1 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:23:25Z | block=42602024 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=999 | profit=0.001175049372011007 WETH | amount_in=2.409 | p1=0x70ac…bae1 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:23:25Z | block=42602024 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1424 | profit=0.001005946285240036 WETH | amount_in=1.948 | p1=0x22ae…91d5 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:23:25Z | block=42602024 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1040 | profit=0.000777130291034489 WETH | amount_in=2.257 | p1=0x70ac…bae1 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:23:26Z | block=42602024 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1399 | profit=0.000546647024817639 WETH | amount_in=1.097 | p1=0x22ae…91d5 | p2=0xfcda…2278 | p3=0xcdac…5c43
2026-02-25T04:23:26Z | block=42602024 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1015 | profit=0.000367963912203343 WETH | amount_in=1.067 | p1=0x70ac…bae1 | p2=0xfcda…2278 | p3=0xcdac…5c43
2026-02-25T04:23:26Z | block=42602024 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5095 | profit=6.070057 USDC | amount_in=6154.226 | p1=0xcdac…5c43 | p2=0xdbc6…30f1 | p3=0xcdac…5c43
2026-02-25T04:23:26Z | block=42602024 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5099 | profit=2.460236 USDC | amount_in=1473.166 | p1=0xcdac…5c43 | p2=0xb4cb…00e5 | p3=0xcdac…5c43
2026-02-25T04:23:26Z | block=42602024 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5094 | profit=4.001234 USDC | amount_in=6318.415 | p1=0xcdac…5c43 | p2=0xb2cc…dc59 | p3=0xcdac…5c43
2026-02-25T04:23:27Z | block=42602024 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2753 | profit=2.215805 USDC | amount_in=4620.674 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0x3e66…a9fb
2026-02-25T04:23:27Z | block=42602024 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2772 | profit=2.612451 USDC | amount_in=3984.403 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x3e66…a9fb
2026-02-25T04:23:27Z | block=42602024 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2771 | profit=2.901505 USDC | amount_in=4527.777 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x4e96…e778
2026-02-25T04:23:27Z | block=42602024 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2752 | profit=2.581201 USDC | amount_in=5488.315 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0x4e96…e778
2026-02-25T04:23:27Z | block=42602024 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2756 | profit=1.471752 USDC | amount_in=4302.252 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0xfbb6…43ef
2026-02-25T04:23:27Z | block=42602024 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2775 | profit=1.910719 USDC | amount_in=3731.851 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfbb6…43ef
2026-02-25T04:23:27Z | block=42602024 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2773 | profit=1.313722 USDC | amount_in=2232.714 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfcda…2278
2026-02-25T04:23:27Z | block=42602024 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2754 | profit=0.94326 USDC | amount_in=2221.307 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0xfcda…2278
2026-02-25T04:23:28Z | block=42602025 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2602 | profit=0.003178443676510996 WETH | amount_in=3.222 | p1=0xdbc6…30f1 | p2=0xcdac…5c43 | p3=0xdbc6…30f1
2026-02-25T04:23:28Z | block=42602025 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1364 | profit=0.00151786655020642 WETH | amount_in=2.378 | p1=0x22ae…91d5 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:23:28Z | block=42602025 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2647 | profit=0.001667515823964656 WETH | amount_in=2.827 | p1=0xd0b5…f224 | p2=0xcdac…5c43 | p3=0xd0b5…f224
2026-02-25T04:23:28Z | block=42602025 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1383 | profit=0.001359981942184064 WETH | amount_in=2.107 | p1=0x22ae…91d5 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:23:28Z | block=42602025 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1424 | profit=0.001005934886963581 WETH | amount_in=1.948 | p1=0x22ae…91d5 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:23:28Z | block=42602025 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1399 | profit=0.000690804081845442 WETH | amount_in=1.169 | p1=0x22ae…91d5 | p2=0xfcda…2278 | p3=0xcdac…5c43
2026-02-25T04:23:29Z | block=42602025 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5095 | profit=5.433619 USDC | amount_in=5434.059 | p1=0xcdac…5c43 | p2=0xdbc6…30f1 | p3=0xcdac…5c43
2026-02-25T04:23:29Z | block=42602025 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5099 | profit=2.460171 USDC | amount_in=1473.166 | p1=0xcdac…5c43 | p2=0xb4cb…00e5 | p3=0xcdac…5c43
2026-02-25T04:23:29Z | block=42602025 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5100 | profit=3.182807 USDC | amount_in=5397.626 | p1=0xcdac…5c43 | p2=0xd0b5…f224 | p3=0xcdac…5c43
2026-02-25T04:23:29Z | block=42602025 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2772 | profit=2.612386 USDC | amount_in=3984.403 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x3e66…a9fb
2026-02-25T04:23:29Z | block=42602025 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2771 | profit=2.90144 USDC | amount_in=4527.777 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x4e96…e778
2026-02-25T04:23:29Z | block=42602025 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2773 | profit=1.313657 USDC | amount_in=2232.714 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfcda…2278
2026-02-25T04:23:29Z | block=42602025 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2775 | profit=1.910654 USDC | amount_in=3731.851 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfbb6…43ef
2026-02-25T04:23:30Z | block=42602026 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2602 | profit=0.002845379562147275 WETH | amount_in=2.847 | p1=0xdbc6…30f1 | p2=0xcdac…5c43 | p3=0xdbc6…30f1
2026-02-25T04:23:30Z | block=42602026 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2647 | profit=0.001667514070383663 WETH | amount_in=2.827 | p1=0xd0b5…f224 | p2=0xcdac…5c43 | p3=0xd0b5…f224
2026-02-25T04:23:30Z | block=42602026 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5099 | profit=2.311551 USDC | amount_in=1472.656 | p1=0xcdac…5c43 | p2=0xb4cb…00e5 | p3=0xcdac…5c43
2026-02-25T04:23:30Z | block=42602026 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5095 | profit=4.798306 USDC | amount_in=4889.014 | p1=0xcdac…5c43 | p2=0xdbc6…30f1 | p3=0xcdac…5c43
2026-02-25T04:23:30Z | block=42602026 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5100 | profit=3.181136 USDC | amount_in=5397.709 | p1=0xcdac…5c43 | p2=0xd0b5…f224 | p3=0xcdac…5c43
2026-02-25T04:23:31Z | block=42602027 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2602 | profit=0.002513290637051682 WETH | amount_in=2.562 | p1=0xdbc6…30f1 | p2=0xcdac…5c43 | p3=0xdbc6…30f1
2026-02-25T04:23:31Z | block=42602027 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2593 | profit=0.002191195795813344 WETH | amount_in=3.46 | p1=0xb2cc…dc59 | p2=0xcdac…5c43 | p3=0xb2cc…dc59
2026-02-25T04:23:31Z | block=42602027 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1364 | profit=0.001731430631943095 WETH | amount_in=2.478 | p1=0x22ae…91d5 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:23:31Z | block=42602027 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1383 | profit=0.00150833840729463 WETH | amount_in=2.171 | p1=0x22ae…91d5 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:23:31Z | block=42602027 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2647 | profit=0.00166716115071796 WETH | amount_in=2.826 | p1=0xd0b5…f224 | p2=0xcdac…5c43 | p3=0xd0b5…f224
2026-02-25T04:23:31Z | block=42602027 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=980 | profit=0.001618048658810906 WETH | amount_in=3.054 | p1=0x70ac…bae1 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:23:32Z | block=42602027 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=999 | profit=0.001340506772610332 WETH | amount_in=2.534 | p1=0x70ac…bae1 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:23:32Z | block=42602027 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1424 | profit=0.001149926001713976 WETH | amount_in=2.051 | p1=0x22ae…91d5 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:23:32Z | block=42602027 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1924 | profit=0.001166761861262939 WETH | amount_in=2.457 | p1=0x7aea…abd1 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:23:32Z | block=42602027 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1040 | profit=0.000971759605131669 WETH | amount_in=2.417 | p1=0x70ac…bae1 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:23:32Z | block=42602027 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1943 | profit=0.000997505891124115 WETH | amount_in=2.085 | p1=0x7aea…abd1 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:23:32Z | block=42602027 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1399 | profit=0.000877020207830184 WETH | amount_in=1.28 | p1=0x22ae…91d5 | p2=0xfcda…2278 | p3=0xcdac…5c43
2026-02-25T04:23:32Z | block=42602027 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1015 | profit=0.000601993491012401 WETH | amount_in=1.235 | p1=0x70ac…bae1 | p2=0xfcda…2278 | p3=0xcdac…5c43
2026-02-25T04:23:32Z | block=42602027 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1984 | profit=0.000667562782945473 WETH | amount_in=1.933 | p1=0x7aea…abd1 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:23:32Z | block=42602027 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1050 | profit=0.000495792516426588 WETH | amount_in=1.045 | p1=0x5d4e…52b5 | p2=0xe846…0ec7 | p3=0xcdac…5c43
2026-02-25T04:23:32Z | block=42602027 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=932 | profit=0.000495325006410844 WETH | amount_in=0.903 | p1=0x9785…3c1b | p2=0xa41b…fcd1 | p3=0xcdac…5c43
2026-02-25T04:23:32Z | block=42602027 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1066 | profit=0.000473654982579329 WETH | amount_in=1.048 | p1=0x5d4e…52b5 | p2=0xc5e5…48c1 | p3=0xcdac…5c43
2026-02-25T04:23:33Z | block=42602027 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=942 | profit=0.00045766923983277 WETH | amount_in=0.877 | p1=0x9785…3c1b | p2=0xd56d…5da1 | p3=0xcdac…5c43
2026-02-25T04:23:33Z | block=42602027 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1959 | profit=0.000458284146545379 WETH | amount_in=1.084 | p1=0x7aea…abd1 | p2=0xfcda…2278 | p3=0xcdac…5c43
2026-02-25T04:23:33Z | block=42602027 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=2398 | profit=0.00035341589338759 WETH | amount_in=0.772 | p1=0xfe6b…728f | p2=0x0c1a…8a3b | p3=0xcdac…5c43
2026-02-25T04:23:33Z | block=42602027 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=2408 | profit=0.000345012433828912 WETH | amount_in=0.766 | p1=0xfe6b…728f | p2=0x0768…306d | p3=0xcdac…5c43
2026-02-25T04:23:33Z | block=42602027 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2611 | profit=0.000302873704077244 WETH | amount_in=0.805 | p1=0xc758…54e0 | p2=0xcdac…5c43 | p3=0xc758…54e0
2026-02-25T04:23:34Z | block=42602027 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5099 | profit=2.355937 USDC | amount_in=1496.461 | p1=0xcdac…5c43 | p2=0xb4cb…00e5 | p3=0xcdac…5c43
2026-02-25T04:23:34Z | block=42602027 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5095 | profit=4.91587 USDC | amount_in=5344.298 | p1=0xcdac…5c43 | p2=0xdbc6…30f1 | p3=0xcdac…5c43
2026-02-25T04:23:35Z | block=42602027 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5094 | profit=5.179296 USDC | amount_in=7091.441 | p1=0xcdac…5c43 | p2=0xb2cc…dc59 | p3=0xcdac…5c43
